,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
180,Brighton,Nott'ham Forest,2022-10-18,19:30:00,Matchweek 12,Tue,Away,D,0,0,0,0,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.5,-0.6,-0.32500000000000007,0.2,-0.5499999999999999,-0.7999999999999999,0.09999999999999998,0.75,-0.65,-0.04999999999999999,-0.5499999999999999,-0.2,0.7,0.35000000000000003,0.35,0.05000000000000002,-0.49999999999999994
182,Brighton,Southampton,2022-12-26,15:00:00,Matchweek 17,Mon,Home,L,1,3,0,1,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.5,-0.55,-0.10000000000000003,0.04999999999999999,0.20000000000000007,-0.44999999999999996,-0.09999999999999998,0.4,-0.050000000000000044,0.15000000000000002,0.050000000000000044,0.49999999999999994,0.7,0.45,-0.10000000000000003,0.65,-0.09999999999999998
183,Brighton,Southampton,2023-05-21,14:00:00,Matchweek 37,Sun,Away,L,1,3,0,0,0.3,0.2,0.45,0.25,0.8,0.4,0.65,0.65,0.75,0.4,0.65,0.95,0.9,0.65,0.3,0.8,0.6,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.5,-0.55,-0.10000000000000003,0.04999999999999999,0.20000000000000007,-0.44999999999999996,-0.09999999999999998,0.4,-0.050000000000000044,0.15000000000000002,0.050000000000000044,0.49999999999999994,0.7,0.45,-0.10000000000000003,0.65,-0.09999999999999998
184,Brighton,Tottenham,2022-10-08,17:30:00,Matchweek 10,Sat,Away,W,1,0,1,0,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.20000000000000007,0.09999999999999998,0.29999999999999993,0.39999999999999997,-0.09999999999999998,-0.04999999999999993,-0.65,-0.04999999999999999,-0.4,0.75,0.30000000000000004,-0.2,0.6000000000000001,0.25,0.09999999999999998,0.15,-0.24999999999999994
185,Brighton,Tottenham,2023-04-08,15:00:00,Matchweek 30,Sat,Home,W,2,1,1,1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.20000000000000007,0.09999999999999998,0.29999999999999993,0.39999999999999997,-0.09999999999999998,-0.04999999999999993,-0.65,-0.04999999999999999,-0.4,0.75,0.30000000000000004,-0.2,0.6000000000000001,0.25,0.09999999999999998,0.15,-0.24999999999999994
186,Brighton,West Ham,2022-08-21,14:00:00,Matchweek 3,Sun,Home,L,0,2,0,1,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.25,-0.25,0.1499999999999999,0.6499999999999999,0.050000000000000044,-0.39999999999999997,-0.25,0.25,-0.55,-0.04999999999999999,-0.14999999999999997,0.10000000000000003,0.09999999999999998,0.6000000000000001,-0.15000000000000002,0.1,0.10000000000000009
187,Brighton,West Ham,2023-03-04,15:00:00,Matchweek 26,Sat,Away,L,0,4,0,0,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,-0.25,-0.25,0.1499999999999999,0.6499999999999999,0.050000000000000044,-0.39999999999999997,-0.25,0.25,-0.55,-0.04999999999999999,-0.14999999999999997,0.10000000000000003,0.09999999999999998,0.6000000000000001,-0.15000000000000002,0.1,0.10000000000000009
188,Brighton,Wolves,2022-11-05,15:00:00,Matchweek 15,Sat,Home,L,2,3,0,1,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.19999999999999996,-0.35,-0.45000000000000007,0.09999999999999998,-0.3,-0.29999999999999993,-0.45,0.15000000000000002,-0.5,0.09999999999999998,-0.25,-0.30000000000000004,0.75,0.55,-0.35000000000000003,0.6,-0.19999999999999996
189,Brighton,Wolves,2023-04-29,15:00:00,Matchweek 34,Sat,Away,L,0,6,0,0,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.19999999999999996,-0.35,-0.45000000000000007,0.09999999999999998,-0.3,-0.29999999999999993,-0.45,0.15000000000000002,-0.5,0.09999999999999998,-0.25,-0.30000000000000004,0.75,0.55,-0.35000000000000003,0.6,-0.19999999999999996
190,Chelsea,Arsenal,2022-11-06,12:00:00,Matchweek 15,Sun,Away,W,1,0,1,0,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.19999999999999996,-0.25,-0.09999999999999998,-0.5499999999999999,-0.050000000000000044,-0.25,0.04999999999999999,0.19999999999999998,-0.30000000000000004,0.04999999999999993,-0.25,0.35,-0.15000000000000002,0.04999999999999999,0.30000000000000004,-0.39999999999999997,-0.85
191,Chelsea,Arsenal,2023-05-02,20:00:00,Matchweek 34,Tue,Home,W,3,1,1,1,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.19999999999999996,-0.25,-0.09999999999999998,-0.5499999999999999,-0.050000000000000044,-0.25,0.04999999999999999,0.19999999999999998,-0.30000000000000004,0.04999999999999993,-0.25,0.35,-0.15000000000000002,0.04999999999999999,0.30000000000000004,-0.39999999999999997,-0.85
192,Chelsea,Aston Villa,2022-10-16,14:00:00,Matchweek 11,Sun,Home,L,0,2,0,1,0.4,0.6,0.35,0.8,0.45,0.35,0.55,0.75,0.55,0.6,0.55,0.65,0.7,0.6,0.65,0.35,0.15,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.25,-0.35,-0.55,-0.1499999999999999,-0.45,-0.55,0.35000000000000003,0.65,-0.35,-0.20000000000000007,-0.3999999999999999,0.30000000000000004,0.29999999999999993,0.5,-0.04999999999999993,-0.25,-0.7999999999999999
194,Chelsea,Bournemouth,2022-12-27,17:30:00,Matchweek 17,Tue,Away,L,0,2,0,0,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.30000000000000004,-0.75,-0.75,-0.375,-0.8,-0.75,0.3,0.8,-0.85,-0.30000000000000004,-0.6499999999999999,-0.3,0.44999999999999996,0.8,-0.6499999999999999,0.09999999999999998,-0.7999999999999999
195,Chelsea,Bournemouth,2023-05-06,15:00:00,Matchweek 35,Sat,Home,L,1,3,0,1,0.35,0.2,0.15,0.575,0.1,0.15,0.5,0.9,0.05,0.5,0.3,0.05,0.85,0.9,0.05,0.7,0.15,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.30000000000000004,-0.75,-0.75,-0.375,-0.8,-0.75,0.3,0.8,-0.85,-0.30000000000000004,-0.6499999999999999,-0.3,0.44999999999999996,0.8,-0.6499999999999999,0.09999999999999998,-0.7999999999999999
196,Chelsea,Brentford,2022-10-19,19:30:00,Matchweek 12,Wed,Home,D,0,0,0,1,0.45,0.65,0.5,0.475,0.1,0.3,0.95,0.7,0.5,0.75,0.25,0.6,0.05,0.25,0.9,0.5,0.55,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.2,-0.29999999999999993,-0.4,-0.475,-0.8,-0.6000000000000001,0.75,0.6,-0.4,-0.050000000000000044,-0.7,0.25,-0.35000000000000003,0.15,0.20000000000000007,-0.09999999999999998,-0.3999999999999999
198,Chelsea,Brighton,2022-10-29,15:00:00,Matchweek 14,Sat,Home,W,4,1,1,1,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.15000000000000002,-0.19999999999999996,-0.35,-0.75,-0.30000000000000004,-0.050000000000000044,0.55,0.15,-0.09999999999999998,-0.55,-0.35,0.10000000000000003,-0.2,0.1,-0.29999999999999993,-0.44999999999999996,-0.25
199,Chelsea,Brighton,2023-04-15,15:00:00,Matchweek 31,Sat,Away,W,2,1,1,0,0.8,0.75,0.55,0.2,0.6,0.85,0.75,0.25,0.8,0.25,0.6,0.45,0.2,0.2,0.4,0.15,0.7,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.15000000000000002,-0.19999999999999996,-0.35,-0.75,-0.30000000000000004,-0.050000000000000044,0.55,0.15,-0.09999999999999998,-0.55,-0.35,0.10000000000000003,-0.2,0.1,-0.29999999999999993,-0.44999999999999996,-0.25
200,Chelsea,Crystal Palace,2022-10-01,15:00:00,Matchweek 9,Sat,Home,L,1,2,0,1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.30000000000000004,-0.1499999999999999,-0.30000000000000004,-0.25,-0.75,-0.30000000000000004,0.49999999999999994,0.5,-0.20000000000000007,-0.25,-0.44999999999999996,-0.3,0.19999999999999996,0.45000000000000007,0.25,0.09999999999999998,-0.19999999999999996
201,Chelsea,Crystal Palace,2023-01-15,14:00:00,Matchweek 20,Sun,Away,L,0,1,0,0,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.30000000000000004,-0.1499999999999999,-0.30000000000000004,-0.25,-0.75,-0.30000000000000004,0.49999999999999994,0.5,-0.20000000000000007,-0.25,-0.44999999999999996,-0.3,0.19999999999999996,0.45000000000000007,0.25,0.09999999999999998,-0.19999999999999996
202,Chelsea,Everton,2022-08-06,17:30:00,Matchweek 1,Sat,Home,L,0,1,0,1,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.4,-0.49999999999999994,-0.6000000000000001,-0.3999999999999999,-0.35,-0.75,0.6000000000000001,0.75,-0.75,-0.65,-0.75,0.65,0.09999999999999998,0.85,-0.1499999999999999,0.35,-0.7
203,Chelsea,Everton,2023-03-18,17:30:00,Matchweek 28,Sat,Away,D,2,2,0,0,0.25,0.45,0.3,0.55,0.55,0.15,0.8,0.85,0.15,0.15,0.2,1.0,0.5,0.95,0.55,0.95,0.25,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.4,-0.49999999999999994,-0.6000000000000001,-0.3999999999999999,-0.35,-0.75,0.6000000000000001,0.75,-0.75,-0.65,-0.75,0.65,0.09999999999999998,0.85,-0.1499999999999999,0.35,-0.7
204,Chelsea,Fulham,2023-01-12,20:00:00,Matchweek 7,Thu,Home,W,2,1,1,1,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.29999999999999993,-0.7,-0.55,-0.09999999999999998,-0.30000000000000004,-0.35,0.09999999999999998,0.5,-0.35,-0.55,-0.75,0.25,0.4,0.5,0.25,0.25,-0.35
205,Chelsea,Fulham,2023-02-03,20:00:00,Matchweek 22,Fri,Away,D,0,0,0,0,0.95,0.25,0.35,0.85,0.6,0.55,0.3,0.6,0.55,0.25,0.2,0.6,0.8,0.6,0.95,0.85,0.6,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.29999999999999993,-0.7,-0.55,-0.09999999999999998,-0.30000000000000004,-0.35,0.09999999999999998,0.5,-0.35,-0.55,-0.75,0.25,0.4,0.5,0.25,0.25,-0.35
207,Chelsea,Leeds United,2023-03-04,15:00:00,Matchweek 26,Sat,Away,L,0,1,0,0,0.1,0.1,0.4,0.35,0.2,0.5,0.45,0.55,0.85,0.65,0.4,0.9,0.35,0.4,0.85,1.0,0.4,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.55,-0.85,-0.5,-0.6,-0.7,-0.4,0.25,0.45000000000000007,-0.050000000000000044,-0.15000000000000002,-0.5499999999999999,0.55,-0.050000000000000044,0.30000000000000004,0.15000000000000002,0.4,-0.5499999999999999
208,Chelsea,Leicester City,2022-08-27,15:00:00,Matchweek 4,Sat,Away,L,1,2,0,0,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.04999999999999993,-0.7,-0.25,0.050000000000000044,-0.55,-0.20000000000000007,0.39999999999999997,0.35,-0.25,0.09999999999999998,-0.1499999999999999,-0.24999999999999997,0.04999999999999999,-0.05,-0.49999999999999994,0.30000000000000004,-0.29999999999999993
209,Chelsea,Leicester City,2023-03-11,15:00:00,Matchweek 27,Sat,Home,L,1,3,0,1,0.7,0.25,0.65,1.0,0.35,0.7,0.6,0.45,0.65,0.9,0.8,0.1,0.45,0.05,0.2,0.9,0.65,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.04999999999999993,-0.7,-0.25,0.050000000000000044,-0.55,-0.20000000000000007,0.39999999999999997,0.35,-0.25,0.09999999999999998,-0.1499999999999999,-0.24999999999999997,0.04999999999999999,-0.05,-0.49999999999999994,0.30000000000000004,-0.29999999999999993
210,Chelsea,Liverpool,2023-01-21,12:30:00,Matchweek 21,Sat,Home,D,0,0,0,1,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.29999999999999993,-0.04999999999999993,0.07499999999999996,-0.19999999999999996,0.04999999999999993,0.04999999999999993,0.14999999999999997,0.04999999999999999,0.09999999999999998,0.1499999999999999,-0.19999999999999996,0.5,-0.30000000000000004,0.24999999999999997,-0.5499999999999999,-0.19999999999999996,0.050000000000000044
211,Chelsea,Liverpool,2023-04-04,20:00:00,Matchweek 8,Tue,Away,D,0,0,0,0,0.95,0.9,0.975,0.75,0.95,0.95,0.35,0.15,1.0,0.95,0.75,0.85,0.1,0.35,0.15,0.4,1.0,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.29999999999999993,-0.04999999999999993,0.07499999999999996,-0.19999999999999996,0.04999999999999993,0.04999999999999993,0.14999999999999997,0.04999999999999999,0.09999999999999998,0.1499999999999999,-0.19999999999999996,0.5,-0.30000000000000004,0.24999999999999997,-0.5499999999999999,-0.19999999999999996,0.050000000000000044
212,Chelsea,Manchester City,2023-01-05,20:00:00,Matchweek 19,Thu,Away,W,1,0,1,0,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.25,0.050000000000000044,0.07499999999999996,-0.04999999999999993,0.09999999999999998,0.09999999999999998,-0.15000000000000002,-0.05,0.04999999999999993,-0.35000000000000003,0.050000000000000044,0.15000000000000002,0.15000000000000002,0.19999999999999998,-0.09999999999999998,-0.5499999999999999,-0.04999999999999993
213,Chelsea,Manchester City,2023-05-21,16:00:00,Matchweek 37,Sun,Home,W,1,0,1,1,0.9,1.0,0.975,0.9,1.0,1.0,0.05,0.05,0.95,0.45,1.0,0.5,0.55,0.3,0.6,0.05,0.9,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.25,0.050000000000000044,0.07499999999999996,-0.04999999999999993,0.09999999999999998,0.09999999999999998,-0.15000000000000002,-0.05,0.04999999999999993,-0.35000000000000003,0.050000000000000044,0.15000000000000002,0.15000000000000002,0.19999999999999998,-0.09999999999999998,-0.5499999999999999,-0.04999999999999993
214,Chelsea,Manchester Utd,2022-10-22,17:30:00,Matchweek 13,Sat,Away,D,1,1,0,0,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.09999999999999998,-0.3999999999999999,-0.15000000000000002,-0.475,-0.15000000000000002,-0.15000000000000002,-0.05000000000000002,0.24999999999999997,-0.55,-0.10000000000000009,-0.09999999999999998,0.050000000000000044,0.25,0.4,-0.35,-0.5,-0.09999999999999998
215,Chelsea,Manchester Utd,2023-05-25,20:00:00,Matchweek 32,Thu,Home,W,4,1,1,1,0.75,0.55,0.75,0.475,0.75,0.75,0.15,0.35,0.35,0.7,0.85,0.4,0.65,0.5,0.35,0.1,0.85,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.09999999999999998,-0.3999999999999999,-0.15000000000000002,-0.475,-0.15000000000000002,-0.15000000000000002,-0.05000000000000002,0.24999999999999997,-0.55,-0.10000000000000009,-0.09999999999999998,0.050000000000000044,0.25,0.4,-0.35,-0.5,-0.09999999999999998
216,Chelsea,Newcastle Utd,2022-11-12,17:30:00,Matchweek 16,Sat,Home,W,1,0,1,1,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.45,-0.625,-0.75,-0.29999999999999993,-0.5,-0.85,0.7,0.9,-0.7,-0.30000000000000004,-0.7999999999999999,-0.04999999999999999,0.6,0.75,0.10000000000000009,0.050000000000000044,-0.75
217,Chelsea,Newcastle Utd,2023-05-28,16:30:00,Matchweek 38,Sun,Away,D,1,1,0,0,0.2,0.325,0.15,0.65,0.4,0.05,0.9,1.0,0.2,0.5,0.15,0.3,1.0,0.85,0.8,0.65,0.2,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.45,-0.625,-0.75,-0.29999999999999993,-0.5,-0.85,0.7,0.9,-0.7,-0.30000000000000004,-0.7999999999999999,-0.04999999999999999,0.6,0.75,0.10000000000000009,0.050000000000000044,-0.75
218,Chelsea,Nott'ham Forest,2023-01-01,16:30:00,Matchweek 18,Sun,Home,D,1,1,0,1,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.35000000000000003,-0.7999999999999999,-0.675,-0.5499999999999999,-0.85,-0.85,0.6499999999999999,0.9,-0.75,-0.6000000000000001,-0.8999999999999999,-0.09999999999999998,0.5,0.45000000000000007,0.050000000000000044,-0.39999999999999997,-0.75
219,Chelsea,Nott'ham Forest,2023-05-13,15:00:00,Matchweek 36,Sat,Away,D,2,2,0,0,0.3,0.15,0.225,0.4,0.05,0.05,0.85,1.0,0.15,0.2,0.05,0.25,0.9,0.55,0.75,0.2,0.2,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.35000000000000003,-0.7999999999999999,-0.675,-0.5499999999999999,-0.85,-0.85,0.6499999999999999,0.9,-0.75,-0.6000000000000001,-0.8999999999999999,-0.09999999999999998,0.5,0.45000000000000007,0.050000000000000044,-0.39999999999999997,-0.75
222,Chelsea,Tottenham,2022-08-14,16:30:00,Matchweek 2,Sun,Away,D,2,2,0,0,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.050000000000000044,-0.09999999999999998,-0.050000000000000044,-0.35,-0.4,-0.09999999999999998,-0.1,0.1,-0.5,0.19999999999999996,-0.04999999999999993,-0.09999999999999998,0.4,0.35,-0.19999999999999996,-0.3,-0.49999999999999994
223,Chelsea,Tottenham,2023-02-26,13:30:00,Matchweek 25,Sun,Home,W,2,0,1,1,0.6,0.85,0.85,0.6,0.5,0.8,0.1,0.2,0.4,1.0,0.9,0.25,0.8,0.45,0.5,0.3,0.45,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.050000000000000044,-0.09999999999999998,-0.050000000000000044,-0.35,-0.4,-0.09999999999999998,-0.1,0.1,-0.5,0.19999999999999996,-0.04999999999999993,-0.09999999999999998,0.4,0.35,-0.19999999999999996,-0.3,-0.49999999999999994
224,Chelsea,West Ham,2022-09-03,15:00:00,Matchweek 6,Sat,Away,L,1,2,0,0,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.09999999999999998,-0.44999999999999996,-0.20000000000000007,-0.09999999999999998,-0.25,-0.45,0.3,0.4,-0.65,-0.6000000000000001,-0.49999999999999994,0.20000000000000007,-0.10000000000000003,0.7000000000000001,-0.44999999999999996,-0.35,-0.1499999999999999
225,Chelsea,West Ham,2023-02-11,12:30:00,Matchweek 23,Sat,Home,D,1,1,0,1,0.55,0.5,0.7,0.85,0.65,0.45,0.5,0.5,0.25,0.2,0.45,0.55,0.3,0.8,0.25,0.25,0.8,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,-0.09999999999999998,-0.44999999999999996,-0.20000000000000007,-0.09999999999999998,-0.25,-0.45,0.3,0.4,-0.65,-0.6000000000000001,-0.49999999999999994,0.20000000000000007,-0.10000000000000003,0.7000000000000001,-0.44999999999999996,-0.35,-0.1499999999999999
226,Chelsea,Wolves,2022-10-08,15:00:00,Matchweek 10,Sat,Away,L,0,3,0,0,1.0,0.4,0.1,0.3,0.3,0.55,0.3,0.4,0.3,0.35,0.35,0.15,0.95,0.75,0.05,0.75,0.5,0.65,0.95,0.9,0.95,0.9,0.9,0.2,0.1,0.9,0.8,0.95,0.35,0.4,0.1,0.7,0.6,0.95,0.35,-0.5499999999999999,-0.8,-0.6499999999999999,-0.6000000000000001,-0.35,0.09999999999999998,0.30000000000000004,-0.6000000000000001,-0.45000000000000007,-0.6,-0.19999999999999998,0.5499999999999999,0.65,-0.6499999999999999,0.15000000000000002,-0.44999999999999996
228,Crystal Palace,Arsenal,2022-08-05,20:00:00,Matchweek 1,Fri,Away,W,2,0,1,0,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.5,-0.10000000000000009,0.20000000000000007,-0.29999999999999993,0.7,0.050000000000000044,-0.44999999999999996,-0.3,-0.09999999999999998,0.29999999999999993,0.19999999999999996,0.6499999999999999,-0.35,-0.4,0.050000000000000044,-0.49999999999999994,-0.65
229,Crystal Palace,Arsenal,2023-03-19,14:00:00,Matchweek 28,Sun,Home,W,4,1,1,1,0.85,0.7,0.8,0.4,0.85,0.65,0.25,0.3,0.6,0.85,0.7,0.7,0.25,0.15,1.0,0.2,0.1,0.35,0.8,0.6,0.7,0.15,0.6,0.7,0.6,0.7,0.55,0.5,0.05,0.6,0.55,0.95,0.7,0.75,0.5,-0.10000000000000009,0.20000000000000007,-0.29999999999999993,0.7,0.050000000000000044,-0.44999999999999996,-0.3,-0.09999999999999998,0.29999999999999993,0.19999999999999996,0.6499999999999999,-0.35,-0.4,0.050000000000000044,-0.49999999999999994,-0.65
